time;gFx;gFy;gFz;TgF
2,783000;-0,1487;0,7915;0,5810;0,993
2,789000;-0,1467;0,7901;0,5768;0,989
2,793000;-0,1440;0,7905;0,5739;0,987
2,798000;-0,1409;0,7888;0,5729;0,985
2,804000;-0,1414;0,7923;0,5741;0,989
2,820000;-0,1411;0,7910;0,5683;0,984
2,822000;-0,1394;0,7891;0,5651;0,981
2,822000;-0,1333;0,7859;0,5683;0,979
2,823000;-0,1357;0,7866;0,5671;0,979
2,830000;-0,1365;0,7854;0,5693;0,980
2,833000;-0,1374;0,7883;0,5683;0,981
2,846000;-0,1350;0,7888;0,5727;0,984
2,847000;-0,1379;0,7883;0,5695;0,982
2,849000;-0,1411;0,7886;0,5722;0,984
2,854000;-0,1436;0,7901;0,5744;0,987
2,865000;-0,1440;0,7903;0,5810;0,991
2,866000;-0,1443;0,7910;0,5839;0,994
2,869000;-0,1448;0,7898;0,5864;0,994
2,874000;-0,1460;0,7930;0,5903;0,999
2,879000;-0,1504;0,7915;0,5900;0,999
2,884000;-0,1528;0,7898;0,5912;0,998
2,892000;-0,1482;0,7935;0,5932;1,002
2,894000;-0,1526;0,7952;0,5934;1,004
2,899000;-0,1519;0,7920;0,5922;1,001
2,904000;-0,1511;0,7930;0,5866;0,998
2,910000;-0,1479;0,7945;0,5895;1,000
2,915000;-0,1475;0,7910;0,5873;0,996
2,920000;-0,1460;0,7861;0,5810;0,988
2,930000;-0,1379;0,7879;0,5805;0,988
2,931000;-0,1343;0,7871;0,5803;0,987
2,934000;-0,1265;0,7869;0,5722;0,981
2,945000;-0,1245;0,7832;0,5661;0,974
2,946000;-0,1267;0,7810;0,5641;0,972
2,949000;-0,1262;0,7837;0,5680;0,976
2,955000;-0,1291;0,7859;0,5729;0,981
2,964000;-0,1294;0,7847;0,5739;0,981
2,965000;-0,1316;0,7849;0,5773;0,983
2,970000;-0,1345;0,7866;0,5820;0,988
2,975000;-0,1404;0,7871;0,5829;0,989
2,980000;-0,1428;0,7918;0,5847;0,995
2,984000;-0,1431;0,7920;0,5895;0,998
2,991000;-0,1477;0,7927;0,5890;0,999
2,995000;-0,1538;0,7959;0,5949;1,006
3,000000;-0,1560;0,7952;0,5920;1,004
3,005000;-0,1533;0,7954;0,5871;1,000
3,010000;-0,1545;0,7947;0,5849;0,999
3,015000;-0,1553;0,7927;0,5837;0,997
3,020000;-0,1563;0,7937;0,5822;0,997
3,028000;-0,1548;0,7945;0,5793;0,995
3,030000;-0,1519;0,7923;0,5754;0,991
3,035000;-0,1494;0,7923;0,5744;0,990
3,041000;-0,1443;0,7932;0,5666;0,985
3,046000;-0,1438;0,7925;0,5705;0,987
3,050000;-0,1421;0,7923;0,5676;0,985
3,058000;-0,1389;0,7876;0,5658;0,980
3,061000;-0,1377;0,7886;0,5678;0,981
3,066000;-0,1362;0,7859;0,5651;0,978
3,072000;-0,1350;0,7866;0,5641;0,977
3,076000;-0,1338;0,7908;0,5654;0,981
3,081000;-0,1348;0,7879;0,5717;0,983
3,086000;-0,1382;0,7886;0,5737;0,985
3,092000;-0,1345;0,7891;0,5766;0,987
3,097000;-0,1401;0,7901;0,5854;0,993
3,102000;-0,1443;0,7908;0,5851;0,994
3,108000;-0,1448;0,7908;0,5859;0,995
3,112000;-0,1465;0,7913;0,5881;0,997
3,117000;-0,1479;0,7910;0,5888;0,997
3,122000;-0,1499;0,7903;0,5873;0,996
3,138000;-0,1511;0,7927;0,5886;0,999
3,140000;-0,1472;0,7935;0,5881;0,999
3,140000;-0,1433;0,7905;0,5869;0,995
3,142000;-0,1448;0,7901;0,5851;0,994
3,147000;-0,1460;0,7891;0,5839;0,992
3,152000;-0,1428;0,7915;0,5790;0,991
3,163000;-0,1414;0,7908;0,5768;0,989
3,164000;-0,1401;0,7886;0,5781;0,988
3,167000;-0,1355;0,7869;0,5734;0,983
3,182000;-0,1352;0,7861;0,5751;0,983
3,183000;-0,1348;0,7864;0,5727;0,982
3,183000;-0,1323;0,7869;0,5734;0,983
3,188000;-0,1357;0,7898;0,5744;0,986
3,193000;-0,1409;0,7886;0,5766;0,987
3,198000;-0,1392;0,7908;0,5798;0,990
3,204000;-0,1416;0,7864;0,5812;0,988
3,208000;-0,1448;0,7927;0,5834;0,995
3,213000;-0,1423;0,7908;0,5859;0,994
3,218000;-0,1458;0,7920;0,5888;0,998
3,239000;-0,1458;0,7908;0,5881;0,996
3,241000;-0,1462;0,7886;0,5922;0,997
3,241000;-0,1465;0,7937;0,5837;0,996
3,242000;-0,1465;0,7901;0,5803;0,991
3,243000;-0,1458;0,7925;0,5827;0,994
3,250000;-0,1423;0,7940;0,5771;0,992
3,255000;-0,1433;0,7918;0,5766;0,990
3,263000;-0,1401;0,7886;0,5719;0,984
3,264000;-0,1374;0,7913;0,5661;0,983
3,268000;-0,1399;0,7861;0,5656;0,979
3,282000;-0,1387;0,7886;0,5710;0,983
3,282000;-0,1399;0,7908;0,5724;0,986
3,283000;-0,1399;0,7893;0,5756;0,987
3,291000;-0,1421;0,7915;0,5778;0,990
3,294000;-0,1411;0,7903;0,5844;0,993
3,299000;-0,1418;0,7898;0,5817;0,991
3,304000;-0,1423;0,7901;0,5820;0,992
3,309000;-0,1455;0,7915;0,5829;0,994
3,315000;-0,1494;0,7913;0,5851;0,995
3,320000;-0,1519;0,7923;0,5903;1,000
3,338000;-0,1501;0,7942;0,5947;1,003
3,340000;-0,1467;0,7932;0,5883;0,998
3,340000;-0,1458;0,7891;0,5827;0,992
3,341000;-0,1448;0,7883;0,5847;0,992
3,344000;-0,1409;0,7920;0,5793;0,991
3,350000;-0,1382;0,7886;0,5737;0,985
3,355000;-0,1382;0,7866;0,5697;0,981
3,362000;-0,1333;0,7869;0,5685;0,980
3,365000;-0,1352;0,7881;0,5693;0,982
3,370000;-0,1377;0,7883;0,5685;0,982
3,381000;-0,1396;0,7864;0,5697;0,981
3,382000;-0,1399;0,7879;0,5783;0,987
3,386000;-0,1428;0,7901;0,5807;0,991
3,391000;-0,1445;0,7942;0,5834;0,996
3,396000;-0,1470;0,7937;0,5815;0,995
3,401000;-0,1472;0,7930;0,5844;0,996
3,406000;-0,1462;0,7908;0,5890;0,997
3,411000;-0,1499;0,7915;0,5900;0,999
3,416000;-0,1479;0,7908;0,5851;0,995
3,421000;-0,1516;0,7920;0,5844;0,996
3,440000;-0,1504;0,7932;0,5834;0,996
3,441000;-0,1450;0,7913;0,5825;0,993
3,442000;-0,1431;0,7903;0,5803;0,991
3,442000;-0,1399;0,7901;0,5827;0,992
3,445000;-0,1421;0,7893;0,5788;0,989
3,450000;-0,1409;0,7881;0,5754;0,986
3,456000;-0,1379;0,7883;0,5727;0,984
3,461000;-0,1414;0,7874;0,5705;0,983
3,466000;-0,1409;0,7859;0,5746;0,984
3,471000;-0,1406;0,7876;0,5727;0,984
3,476000;-0,1416;0,7915;0,5741;0,988
3,481000;-0,1443;0,7905;0,5759;0,989
3,486000;-0,1436;0,7886;0,5734;0,986
3,492000;-0,1414;0,7930;0,5766;0,991
3,496000;-0,1467;0,7913;0,5793;0,992
3,502000;-0,1445;0,7935;0,5766;0,991
3,508000;-0,1438;0,7901;0,5778;0,989
3,514000;-0,1404;0,7901;0,5793;0,990
3,517000;-0,1433;0,7891;0,5768;0,988
3,522000;-0,1455;0,7920;0,5776;0,991
3,527000;-0,1414;0,7883;0,5837;0,991
3,532000;-0,1414;0,7888;0,5798;0,989
3,538000;-0,1396;0,7925;0,5820;0,993
3,554000;-0,1411;0,7893;0,5876;0,994
3,556000;-0,1399;0,7896;0,5849;0,993
3,556000;-0,1450;0,7871;0,5820;0,990
3,557000;-0,1433;0,7888;0,5844;0,992
3,562000;-0,1443;0,7881;0,5842;0,992
3,567000;-0,1396;0,7881;0,5837;0,991
3,573000;-0,1418;0,7879;0,5810;0,989
3,577000;-0,1443;0,7910;0,5800;0,991
3,582000;-0,1445;0,7898;0,5781;0,989
3,587000;-0,1414;0,7901;0,5783;0,989
3,592000;-0,1438;0,7918;0,5737;0,988
3,597000;-0,1462;0,7901;0,5715;0,986
3,602000;-0,1440;0,7896;0,5717;0,985
3,608000;-0,1445;0,7913;0,5702;0,986
3,613000;-0,1436;0,7910;0,5719;0,987
3,618000;-0,1438;0,7920;0,5749;0,989
3,639000;-0,1421;0,7920;0,5781;0,991
3,640000;-0,1423;0,7891;0,5737;0,986
3,640000;-0,1428;0,7913;0,5739;0,988
3,641000;-0,1438;0,7925;0,5776;0,991
3,643000;-0,1421;0,7918;0,5793;0,991
3,648000;-0,1433;0,7935;0,5781;0,992
3,653000;-0,1470;0,7925;0,5849;0,996
3,658000;-0,1499;0,7901;0,5837;0,994
3,663000;-0,1484;0,7908;0,5854;0,995
3,668000;-0,1460;0,7886;0,5832;0,992
3,673000;-0,1445;0,7886;0,5790;0,989
3,678000;-0,1443;0,7874;0,5781;0,987
3,683000;-0,1433;0,7886;0,5766;0,987
3,691000;-0,1416;0,7905;0,5798;0,991
3,694000;-0,1426;0,7896;0,5803;0,990
3,699000;-0,1416;0,7901;0,5783;0,989
3,705000;-0,1438;0,7910;0,5793;0,991
3,710000;-0,1438;0,7913;0,5800;0,992
3,715000;-0,1426;0,7918;0,5810;0,992
3,719000;-0,1433;0,7893;0,5815;0,991
3,740000;-0,1431;0,7876;0,5812;0,989
3,742000;-0,1421;0,7879;0,5820;0,990
3,742000;-0,1416;0,7891;0,5795;0,989
3,743000;-0,1389;0,7866;0,5795;0,987
3,744000;-0,1418;0,7869;0,5749;0,985
3,750000;-0,1426;0,7835;0,5778;0,984
3,754000;-0,1406;0,7908;0,5832;0,993
3,763000;-0,1421;0,7898;0,5861;0,994
3,764000;-0,1438;0,7905;0,5851;0,994
3,770000;-0,1414;0,7915;0,5905;0,998
3,783000;-0,1453;0,7898;0,5871;0,995
3,784000;-0,1436;0,7896;0,5893;0,996
3,785000;-0,1431;0,7918;0,5869;0,996
3,791000;-0,1421;0,7945;0,5822;0,995
3,795000;-0,1387;0,7905;0,5778;0,989
3,800000;-0,1404;0,7876;0,5788;0,987
3,808000;-0,1374;0,7879;0,5785;0,987
3,810000;-0,1348;0,7854;0,5749;0,983
3,815000;-0,1382;0,7857;0,5722;0,982
3,820000;-0,1362;0,7876;0,5724;0,983
3,827000;-0,1352;0,7830;0,5749;0,981
3,830000;-0,1357;0,7820;0,5717;0,978
3,835000;-0,1321;0,7842;0,5734;0,980
3,850000;-0,1348;0,7864;0,5737;0,983
3,851000;-0,1396;0,7859;0,5785;0,986
3,851000;-0,1426;0,7918;0,5761;0,990
3,866000;-0,1440;0,7913;0,5876;0,996
3,867000;-0,1489;0,7923;0,5837;0,995
3,868000;-0,1521;0,7942;0,5871;0,999
3,871000;-0,1536;0,7954;0,5890;1,002
3,885000;-0,1528;0,7927;0,5895;1,000
3,887000;-0,1553;0,7925;0,5888;0,999
3,887000;-0,1516;0,7942;0,5881;1,000
3,891000;-0,1514;0,7940;0,5856;0,998
3,896000;-0,1504;0,7910;0,5810;0,993
3,901000;-0,1465;0,7891;0,5798;0,990
3,908000;-0,1460;0,7891;0,5746;0,987
3,912000;-0,1423;0,7879;0,5717;0,984
3,916000;-0,1423;0,7898;0,5732;0,986
3,922000;-0,1399;0,7886;0,5712;0,984
3,927000;-0,1343;0,7847;0,5712;0,980
3,933000;-0,1348;0,7861;0,5673;0,979
3,938000;-0,1374;0,7869;0,5719;0,982
3,957000;-0,1365;0,7866;0,5739;0,983
3,959000;-0,1362;0,7857;0,5768;0,984
3,959000;-0,1350;0,7881;0,5800;0,988
3,959000;-0,1374;0,7876;0,5822;0,989
3,962000;-0,1394;0,7866;0,5834;0,989
3,966000;-0,1414;0,7896;0,5883;0,995
3,972000;-0,1443;0,7891;0,5871;0,994
3,977000;-0,1418;0,7879;0,5849;0,991
3,981000;-0,1436;0,7898;0,5888;0,996
3,987000;-0,1455;0,7874;0,5886;0,994
3,992000;-0,1406;0,7888;0,5847;0,992
3,997000;-0,1418;0,7893;0,5883;0,995
4,002000;-0,1428;0,7908;0,5842;0,993
4,007000;-0,1433;0,7918;0,5849;0,995
4,012000;-0,1404;0,7876;0,5842;0,991
4,017000;-0,1392;0,7883;0,5817;0,990
4,039000;-0,1394;0,7874;0,5810;0,988
4,041000;-0,1396;0,7857;0,5810;0,987
4,041000;-0,1428;0,7881;0,5810;0,989
4,042000;-0,1421;0,7945;0,5778;0,993
4,042000;-0,1392;0,7930;0,5781;0,991
4,048000;-0,1438;0,7927;0,5776;0,991
4,053000;-0,1409;0,7881;0,5751;0,986
4,062000;-0,1396;0,7896;0,5798;0,989
4,064000;-0,1394;0,7883;0,5741;0,985
4,068000;-0,1367;0,7883;0,5697;0,982
4,082000;-0,1374;0,7901;0,5705;0,984
4,084000;-0,1389;0,7913;0,5727;0,987
4,084000;-0,1411;0,7903;0,5678;0,983
4,089000;-0,1411;0,7896;0,5732;0,986
4,094000;-0,1470;0,7913;0,5761;0,990
4,099000;-0,1438;0,7908;0,5766;0,989
4,104000;-0,1445;0,7886;0,5776;0,988
4,109000;-0,1436;0,7876;0,5751;0,986
4,114000;-0,1426;0,7886;0,5793;0,989
4,119000;-0,1445;0,7879;0,5834;0,991
4,134000;-0,1426;0,7891;0,5856;0,993
4,135000;-0,1450;0,7883;0,5851;0,992
4,136000;-0,1492;0,7891;0,5890;0,996
4,139000;-0,1499;0,7903;0,5947;1,000
4,152000;-0,1477;0,7886;0,5881;0,995
4,153000;-0,1462;0,7927;0,5890;0,998
4,154000;-0,1440;0,7915;0,5917;0,999
4,171000;-0,1431;0,7898;0,5871;0,994
4,173000;-0,1423;0,7883;0,5859;0,992
4,174000;-0,1448;0,7893;0,5856;0,993
4,175000;-0,1416;0,7886;0,5822;0,990
4,180000;-0,1418;0,7859;0,5803;0,987
4,185000;-0,1367;0,7861;0,5783;0,985
4,191000;-0,1374;0,7864;0,5766;0,985
4,195000;-0,1333;0,7879;0,5746;0,984
4,200000;-0,1345;0,7854;0,5722;0,981
4,206000;-0,1372;0,7869;0,5707;0,982
4,211000;-0,1318;0,7857;0,5715;0,980
4,215000;-0,1330;0,7898;0,5737;0,985
4,220000;-0,1365;0,7905;0,5749;0,987
4,238000;-0,1401;0,7883;0,5771;0,987
4,240000;-0,1450;0,7918;0,5803;0,992
4,240000;-0,1440;0,7923;0,5832;0,994
4,241000;-0,1477;0,7920;0,5829;0,994
4,246000;-0,1506;0,7937;0,5859;0,998
4,251000;-0,1523;0,7896;0,5873;0,996
4,263000;-0,1543;0,7903;0,5849;0,995
4,265000;-0,1541;0,7898;0,5837;0,994
4,266000;-0,1514;0,7920;0,5861;0,997
4,271000;-0,1494;0,7927;0,5837;0,996
4,282000;-0,1497;0,7945;0,5851;0,998
4,283000;-0,1448;0,7920;0,5881;0,997
4,286000;-0,1423;0,7918;0,5781;0,991
4,293000;-0,1392;0,7896;0,5732;0,986
4,297000;-0,1370;0,7874;0,5763;0,985
4,302000;-0,1372;0,7881;0,5763;0,986
4,308000;-0,1350;0,7854;0,5746;0,983
4,312000;-0,1335;0,7876;0,5741;0,984
4,317000;-0,1321;0,7879;0,5737;0,983
4,326000;-0,1323;0,7857;0,5739;0,982
4,327000;-0,1340;0,7864;0,5719;0,982
4,332000;-0,1348;0,7879;0,5737;0,984
4,337000;-0,1367;0,7901;0,5715;0,985
4,355000;-0,1401;0,7871;0,5751;0,985
4,357000;-0,1438;0,7869;0,5788;0,987
4,358000;-0,1436;0,7881;0,5859;0,992
4,358000;-0,1484;0,7920;0,5859;0,996
4,364000;-0,1479;0,7935;0,5881;0,999
4,367000;-0,1506;0,7937;0,5893;1,000
4,373000;-0,1521;0,7918;0,5878;0,998
4,377000;-0,1528;0,7945;0,5922;1,003
4,382000;-0,1523;0,7945;0,5939;1,004
4,388000;-0,1516;0,7927;0,5871;0,998
4,392000;-0,1494;0,7920;0,5881;0,998
4,398000;-0,1494;0,7901;0,5903;0,997
4,403000;-0,1443;0,7893;0,5812;0,991
4,407000;-0,1414;0,7915;0,5785;0,991
4,412000;-0,1406;0,7874;0,5739;0,984
4,418000;-0,1352;0,7857;0,5680;0,979
4,439000;-0,1340;0,7861;0,5641;0,977
4,440000;-0,1316;0,7874;0,5622;0,976
4,441000;-0,1255;0,7852;0,5661;0,976
4,441000;-0,1316;0,7832;0,5668;0,976
4,443000;-0,1374;0,7839;0,5663;0,977
4,448000;-0,1365;0,7886;0,5673;0,981
4,453000;-0,1394;0,7893;0,5734;0,986
4,458000;-0,1455;0,7903;0,5790;0,990
4,463000;-0,1514;0,7923;0,5834;0,995
4,468000;-0,1555;0,7984;0,5854;1,002
4,474000;-0,1587;0,7957;0,5851;1,000
4,478000;-0,1609;0,7957;0,5905;1,004
4,483000;-0,1592;0,7959;0,5930;1,005
4,488000;-0,1580;0,7947;0,5900;1,002
4,493000;-0,1567;0,7942;0,5900;1,002
4,499000;-0,1533;0,7925;0,5905;1,000
4,504000;-0,1504;0,7913;0,5849;0,995
4,509000;-0,1472;0,7898;0,5805;0,991
4,515000;-0,1406;0,7886;0,5778;0,988
4,519000;-0,1374;0,7893;0,5722;0,985
4,538000;-0,1357;0,7888;0,5741;0,985
4,539000;-0,1326;0,7849;0,5719;0,980
4,541000;-0,1316;0,7854;0,5702;0,979
4,541000;-0,1316;0,7857;0,5717;0,981
4,543000;-0,1335;0,7864;0,5727;0,982
4,549000;-0,1340;0,7861;0,5773;0,985
4,554000;-0,1382;0,7852;0,5766;0,984
4,559000;-0,1394;0,7876;0,5807;0,988
4,564000;-0,1438;0,7888;0,5829;0,991
4,569000;-0,1418;0,7913;0,5856;0,995
4,574000;-0,1443;0,7905;0,5864;0,995
4,579000;-0,1489;0,7913;0,5920;0,999
4,584000;-0,1477;0,7920;0,5937;1,001
4,591000;-0,1475;0,7901;0,5922;0,998
4,595000;-0,1458;0,7864;0,5898;0,994
4,600000;-0,1445;0,7874;0,5890;0,994
4,607000;-0,1465;0,7886;0,5829;0,992
4,610000;-0,1445;0,7888;0,5803;0,990
4,615000;-0,1436;0,7898;0,5766;0,988
4,621000;-0,1438;0,7898;0,5734;0,987
4,626000;-0,1428;0,7918;0,5756;0,989
4,630000;-0,1401;0,7908;0,5739;0,987
4,635000;-0,1409;0,7898;0,5710;0,985
4,656000;-0,1372;0,7891;0,5717;0,984
4,658000;-0,1377;0,7879;0,5702;0,982
4,658000;-0,1370;0,7864;0,5707;0,981
4,659000;-0,1389;0,7901;0,5761;0,988
4,660000;-0,1438;0,7883;0,5793;0,989
4,665000;-0,1450;0,7915;0,5864;0,996
4,671000;-0,1497;0,7923;0,5890;0,999
4,675000;-0,1511;0,7940;0,5878;0,999
4,681000;-0,1477;0,7935;0,5895;0,999
4,685000;-0,1472;0,7935;0,5873;0,998
4,693000;-0,1477;0,7940;0,5847;0,997
4,696000;-0,1460;0,7942;0,5817;0,995
4,701000;-0,1470;0,7898;0,5810;0,991
4,707000;-0,1494;0,7905;0,5812;0,993
4,712000;-0,1411;0,7883;0,5722;0,984
4,716000;-0,1374;0,7881;0,5683;0,981
4,724000;-0,1394;0,7893;0,5624;0,979
4,727000;-0,1345;0,7852;0,5614;0,975
4,732000;-0,1333;0,7869;0,5602;0,975
4,738000;-0,1370;0,7888;0,5676;0,981
4,756000;-0,1384;0,7883;0,5737;0,985
4,757000;-0,1365;0,7883;0,5754;0,985
4,758000;-0,1409;0,7893;0,5783;0,989
4,759000;-0,1436;0,7908;0,5842;0,994
4,761000;-0,1423;0,7913;0,5856;0,995
4,766000;-0,1426;0,7920;0,5881;0,997
4,773000;-0,1448;0,7883;0,5934;0,997
4,777000;-0,1472;0,7896;0,5908;0,997
4,782000;-0,1511;0,7896;0,5903;0,997
4,787000;-0,1511;0,7930;0,5898;1,000
4,792000;-0,1511;0,7910;0,5895;0,998
4,797000;-0,1479;0,7920;0,5883;0,998
4,802000;-0,1465;0,7898;0,5883;0,996
4,808000;-0,1482;0,7881;0,5871;0,994
4,812000;-0,1467;0,7898;0,5837;0,993
4,817000;-0,1470;0,7901;0,5817;0,992
4,839000;-0,1392;0,7879;0,5773;0,987
4,841000;-0,1374;0,7876;0,5739;0,984
4,841000;-0,1374;0,7891;0,5771;0,987
4,842000;-0,1372;0,7883;0,5741;0,985
4,843000;-0,1338;0,7839;0,5719;0,980
4,848000;-0,1308;0,7847;0,5707;0,979
4,855000;-0,1323;0,7844;0,5666;0,977
4,864000;-0,1345;0,7861;0,5676;0,979
4,866000;-0,1372;0,7896;0,5658;0,981
4,868000;-0,1374;0,7918;0,5729;0,987
4,883000;-0,1418;0,7923;0,5712;0,987
4,885000;-0,1445;0,7905;0,5702;0,985
4,885000;-0,1460;0,7949;0,5756;0,992
4,892000;-0,1509;0,7947;0,5785;0,994
4,894000;-0,1519;0,7979;0,5825;0,999
4,899000;-0,1550;0,7967;0,5871;1,002
4,903000;-0,1575;0,7971;0,5866;1,002
4,909000;-0,1587;0,7930;0,5871;0,999
4,914000;-0,1548;0,7932;0,5849;0,998
4,919000;-0,1501;0,7920;0,5849;0,996
4,939000;-0,1482;0,7864;0,5807;0,989
4,941000;-0,1460;0,7883;0,5771;0,988
4,941000;-0,1436;0,7883;0,5756;0,987
4,941000;-0,1401;0,7832;0,5751;0,982
4,944000;-0,1384;0,7852;0,5751;0,983
4,949000;-0,1323;0,7837;0,5778;0,983
4,954000;-0,1338;0,7847;0,5737;0,981
4,959000;-0,1377;0,7852;0,5773;0,984
4,964000;-0,1379;0,7879;0,5820;0,989
4,969000;-0,1367;0,7893;0,5878;0,994
4,974000;-0,1396;0,7888;0,5837;0,991
4,979000;-0,1392;0,7876;0,5829;0,990
4,984000;-0,1392;0,7881;0,5859;0,992
4,990000;-0,1389;0,7871;0,5849;0,990
4,995000;-0,1421;0,7876;0,5798;0,988
5,000000;-0,1421;0,7881;0,5798;0,989
5,006000;-0,1438;0,7871;0,5795;0,988
5,010000;-0,1455;0,7891;0,5790;0,989
5,015000;-0,1455;0,7879;0,5795;0,989
5,020000;-0,1455;0,7874;0,5817;0,990
5,039000;-0,1460;0,7913;0,5822;0,993
5,041000;-0,1467;0,7918;0,5815;0,993
5,041000;-0,1458;0,7871;0,5839;0,991
5,042000;-0,1440;0,7896;0,5810;0,991
5,045000;-0,1458;0,7898;0,5817;0,992
5,053000;-0,1462;0,7864;0,5805;0,988
5,063000;-0,1448;0,7903;0,5771;0,989
5,065000;-0,1455;0,7940;0,5761;0,992
5,066000;-0,1465;0,7927;0,5785;0,992
5,071000;-0,1460;0,7905;0,5798;0,991
5,082000;-0,1477;0,7920;0,5810;0,993
5,084000;-0,1443;0,7923;0,5763;0,990
5,086000;-0,1392;0,7883;0,5715;0,984
5,093000;-0,1406;0,7901;0,5751;0,987
5,096000;-0,1401;0,7913;0,5732;0,987
5,102000;-0,1399;0,7901;0,5649;0,981
5,107000;-0,1392;0,7903;0,5614;0,979
5,111000;-0,1409;0,7883;0,5634;0,979
5,116000;-0,1418;0,7925;0,5688;0,986
5,123000;-0,1392;0,7913;0,5739;0,987
5,141000;-0,1406;0,7874;0,5717;0,983
5,142000;-0,1401;0,7879;0,5773;0,987
5,142000;-0,1428;0,7913;0,5803;0,992
5,146000;-0,1436;0,7898;0,5829;0,992
5,147000;-0,1472;0,7910;0,5881;0,997
5,155000;-0,1489;0,7927;0,5871;0,998
5,163000;-0,1492;0,7935;0,5866;0,998
5,164000;-0,1487;0,7942;0,5878;0,999
5,167000;-0,1511;0,7942;0,5886;1,000
5,171000;-0,1511;0,7903;0,5871;0,996
5,183000;-0,1492;0,7913;0,5866;0,996
5,184000;-0,1477;0,7898;0,5881;0,996
5,186000;-0,1438;0,7896;0,5873;0,995
5,192000;-0,1418;0,7876;0,5827;0,990
5,197000;-0,1416;0,7866;0,5773;0,986
5,202000;-0,1396;0,7869;0,5710;0,982
5,207000;-0,1362;0,7854;0,5737;0,982
5,212000;-0,1352;0,7849;0,5717;0,980
5,217000;-0,1377;0,7879;0,5766;0,986
5,224000;-0,1357;0,7869;0,5729;0,983
5,228000;-0,1340;0,7876;0,5732;0,983
5,232000;-0,1362;0,7920;0,5759;0,989
5,238000;-0,1404;0,7893;0,5763;0,987
5,256000;-0,1404;0,7942;0,5778;0,992
5,258000;-0,1433;0,7913;0,5807;0,992
5,258000;-0,1453;0,7903;0,5800;0,991
5,259000;-0,1455;0,7908;0,5812;0,992
5,262000;-0,1479;0,7927;0,5822;0,995
5,267000;-0,1489;0,7930;0,5829;0,995
5,273000;-0,1487;0,7905;0,5856;0,995
5,277000;-0,1497;0,7925;0,5861;0,997
5,283000;-0,1499;0,7915;0,5832;0,995
5,287000;-0,1479;0,7893;0,5888;0,996
5,293000;-0,1470;0,7918;0,5873;0,997
5,298000;-0,1472;0,7908;0,5861;0,995
5,302000;-0,1470;0,7915;0,5878;0,997
5,308000;-0,1428;0,7918;0,5898;0,998
5,313000;-0,1465;0,7896;0,5869;0,995
5,318000;-0,1455;0,7891;0,5832;0,992
5,340000;-0,1414;0,7888;0,5781;0,988
5,342000;-0,1399;0,7871;0,5776;0,986
5,343000;-0,1379;0,7893;0,5761;0,987
5,344000;-0,1370;0,7859;0,5719;0,982
5,344000;-0,1328;0,7883;0,5710;0,982
5,348000;-0,1308;0,7857;0,5729;0,981
5,354000;-0,1299;0,7864;0,5754;0,983
5,359000;-0,1316;0,7866;0,5773;0,985
5,363000;-0,1357;0,7874;0,5832;0,989
5,368000;-0,1362;0,7871;0,5851;0,990
5,378000;-0,1360;0,7854;0,5697;0,980
5,380000;-0,1394;0,7905;0,3555;0,878
5,385000;-0,1453;0,8191;0,3724;0,911
5,391000;-0,1387;0,7964;0,5942;1,003
5,394000;-0,1687;0,7749;0,5739;0,979
5,399000;-0,1709;0,7891;0,5311;0,966
5,404000;-0,1448;0,8101;0,5847;1,009
5,409000;-0,1470;0,8118;0,6377;1,043
5,414000;-0,1751;0,7964;0,6623;1,051
5,419000;-0,1927;0,7910;0,6951;1,071
5,433000;-0,1936;0,7942;0,7215;1,090
5,435000;-0,1909;0,7940;0,7112;1,083
5,435000;-0,1743;0,7942;0,6856;1,064
5,451000;-0,1548;0,7920;0,6655;1,046
5,452000;-0,1389;0,7835;0,6513;1,028
5,452000;-0,1240;0,7715;0,6323;1,005
5,455000;-0,1140;0,7651;0,6110;0,986
5,470000;-0,1018;0,7649;0,5820;0,966
5,471000;-0,0903;0,7649;0,5561;0,950
5,472000;-0,0839;0,7651;0,5333;0,936
