time;gFx;gFy;gFz;TgF
2,816000;-0,0478;0,1072;0,9799;0,987
2,821000;-0,0473;0,1075;0,9797;0,987
2,826000;-0,0471;0,1097;0,9755;0,983
2,831000;-0,0473;0,1094;0,9785;0,986
2,838000;-0,0495;0,1080;0,9775;0,985
2,857000;-0,0490;0,1082;0,9826;0,990
2,858000;-0,0485;0,1097;0,9795;0,987
2,859000;-0,0510;0,1084;0,9804;0,988
2,859000;-0,0478;0,1089;0,9795;0,987
2,861000;-0,0497;0,1072;0,9817;0,989
2,866000;-0,0497;0,1082;0,9804;0,988
2,889000;-0,0493;0,1084;0,9785;0,986
2,891000;-0,0493;0,1104;0,9760;0,983
2,892000;-0,0500;0,1099;0,9780;0,985
2,892000;-0,0505;0,1116;0,9775;0,985
2,893000;-0,0517;0,1099;0,9821;0,990
2,896000;-0,0463;0,1060;0,9799;0,987
2,901000;-0,0478;0,1104;0,9765;0,984
2,908000;-0,0495;0,1099;0,9807;0,988
2,911000;-0,0490;0,1080;0,9763;0,983
2,916000;-0,0495;0,1080;0,9765;0,984
2,923000;-0,0466;0,1087;0,9812;0,988
2,927000;-0,0495;0,1067;0,9797;0,987
2,931000;-0,0490;0,1072;0,9787;0,986
2,940000;-0,0483;0,1080;0,9787;0,986
2,942000;-0,0490;0,1087;0,9836;0,991
2,947000;-0,0475;0,1080;0,9809;0,988
2,954000;-0,0485;0,1099;0,9787;0,986
2,973000;-0,0480;0,1084;0,9773;0,984
2,975000;-0,0468;0,1082;0,9802;0,987
2,975000;-0,0480;0,1082;0,9753;0,982
2,975000;-0,0483;0,1055;0,9787;0,986
2,977000;-0,0497;0,1082;0,9777;0,985
2,982000;-0,0473;0,1087;0,9795;0,987
2,993000;-0,0488;0,1067;0,9843;0,991
2,994000;-0,0475;0,1065;0,9799;0,987
2,997000;-0,0485;0,1070;0,9785;0,985
3,003000;-0,0480;0,1077;0,9782;0,985
3,013000;-0,0495;0,1072;0,9824;0,989
3,014000;-0,0493;0,1082;0,9792;0,986
3,017000;-0,0490;0,1106;0,9765;0,984
3,023000;-0,0471;0,1094;0,9782;0,985
3,028000;-0,0468;0,1087;0,9802;0,987
3,033000;-0,0468;0,1075;0,9807;0,988
3,055000;-0,0488;0,1070;0,9799;0,987
3,056000;-0,0488;0,1067;0,9797;0,987
3,056000;-0,0471;0,1099;0,9760;0,983
3,056000;-0,0500;0,1097;0,9746;0,982
3,058000;-0,0500;0,1077;0,9807;0,988
3,063000;-0,0493;0,1082;0,9768;0,984
3,068000;-0,0502;0,1102;0,9780;0,985
3,073000;-0,0505;0,1062;0,9807;0,988
3,078000;-0,0502;0,1067;0,9826;0,990
3,083000;-0,0483;0,1116;0,9797;0,987
3,094000;-0,0500;0,1097;0,9804;0,988
3,095000;-0,0497;0,1060;0,9836;0,991
3,099000;-0,0493;0,1092;0,9797;0,987
3,105000;-0,0502;0,1087;0,9763;0,984
3,109000;-0,0490;0,1084;0,9831;0,990
3,114000;-0,0488;0,1087;0,9834;0,991
3,119000;-0,0507;0,1077;0,9841;0,991
3,124000;-0,0507;0,1094;0,9843;0,992
3,129000;-0,0466;0,1092;0,9834;0,990
3,134000;-0,0468;0,1087;0,9799;0,987
3,150000;-0,0835;0,1348;0,6606;0,679
3,151000;-0,0256;0,0716;1,3039;1,306
3,152000;-0,0356;0,1131;0,9939;1,001
3,170000;-0,0458;0,1114;0,8690;0,877
3,171000;-0,0461;0,0970;1,1104;1,116
3,171000;-0,0654;0,1175;0,8815;0,892
3,172000;-0,0444;0,1084;1,0237;1,030
3,174000;-0,0449;0,1050;0,9939;1,000
3,179000;-0,0375;0,1026;1,0283;1,034
3,184000;-0,0463;0,1080;0,9941;1,001
3,190000;-0,0466;0,1087;0,9658;0,973
3,195000;-0,0539;0,1089;0,9743;0,982
3,200000;-0,0536;0,1102;0,9580;0,966
3,206000;-0,0466;0,1067;0,9633;0,970
3,210000;-0,0427;0,1109;0,9660;0,973
3,216000;-0,0497;0,1062;0,9858;0,993
3,222000;-0,0507;0,1065;0,9768;0,984
3,227000;-0,0507;0,1077;0,9775;0,985
