time;gFx;gFy;gFz;TgF
1,408000;-0,0495;0,1097;0,9838;0,991
1,413000;-0,0502;0,1062;0,9814;0,988
1,418000;-0,0497;0,1072;0,9755;0,983
1,423000;-0,0495;0,1092;0,9804;0,988
1,428000;-0,0497;0,1089;0,9797;0,987
1,433000;-0,0490;0,1084;0,9812;0,988
1,454000;-0,0495;0,1065;0,9792;0,986
1,455000;-0,0497;0,1092;0,9804;0,988
1,455000;-0,0510;0,1097;0,9775;0,985
1,456000;-0,0488;0,1092;0,9799;0,987
1,458000;-0,0485;0,1094;0,9795;0,987
1,464000;-0,0490;0,1080;0,9804;0,988
1,469000;-0,0488;0,1067;0,9785;0,985
1,473000;-0,0505;0,1087;0,9790;0,986
1,478000;-0,0514;0,1084;0,9821;0,989
1,483000;-0,0488;0,1080;0,9814;0,989
1,489000;-0,0514;0,1092;0,9807;0,988
1,494000;-0,0514;0,1075;0,9782;0,985
1,499000;-0,0483;0,1082;0,9787;0,986
1,505000;-0,0468;0,1067;0,9807;0,988
1,510000;-0,0510;0,1084;0,9797;0,987
1,514000;-0,0493;0,1077;0,9755;0,983
1,520000;-0,0495;0,1062;0,9812;0,988
1,525000;-0,0480;0,1084;0,9782;0,985
1,530000;-0,0493;0,1099;0,9819;0,989
1,535000;-0,0536;0,1080;0,9807;0,988
1,552000;-0,0517;0,1087;0,9773;0,985
1,554000;-0,0488;0,1082;0,9809;0,988
1,554000;-0,0475;0,1092;0,9817;0,989
1,555000;-0,0468;0,1072;0,9782;0,985
1,560000;-0,0490;0,1070;0,9787;0,986
1,565000;-0,0495;0,1070;0,9797;0,987
1,572000;-0,0495;0,1075;0,9777;0,985
1,575000;-0,0478;0,1087;0,9795;0,987
1,580000;-0,0466;0,1087;0,9821;0,989
1,585000;-0,0478;0,1089;0,9814;0,989
1,590000;-0,0468;0,1097;0,9807;0,988
1,595000;-0,0471;0,1089;0,9797;0,987
1,599000;-0,0497;0,1055;0,9790;0,986
1,605000;-0,0490;0,1067;0,9782;0,985
1,610000;-0,0488;0,1087;0,9765;0,984
1,615000;-0,0475;0,1106;0,9763;0,984
1,622000;-0,0485;0,1050;0,9782;0,985
1,625000;-0,0485;0,1053;0,9807;0,987
1,630000;-0,0495;0,1099;0,9817;0,989
1,635000;-0,0475;0,1084;0,9807;0,988
1,641000;-0,0480;0,1075;0,9831;0,990
1,645000;-0,0488;0,1089;0,9814;0,989
1,650000;-0,0493;0,1082;0,9821;0,989
1,661000;-0,0505;0,1077;0,9782;0,985
1,662000;-0,0478;0,1080;0,9782;0,985
1,666000;-0,0512;0,1082;0,9812;0,988
1,675000;-0,0500;0,1067;0,9824;0,989
1,676000;-0,0485;0,1077;0,9802;0,987
1,681000;-0,0495;0,1099;0,9814;0,989
1,686000;-0,0475;0,1087;0,9773;0,984
1,691000;-0,0510;0,1089;0,9787;0,986
1,696000;-0,0490;0,1058;0,9790;0,986
1,702000;-0,0471;0,1084;0,9768;0,984
1,706000;-0,0493;0,1111;0,9785;0,986
1,712000;-0,0502;0,1077;0,9819;0,989
1,717000;-0,0485;0,1082;0,9787;0,986
1,723000;-0,0471;0,1087;0,9760;0,983
1,727000;-0,0510;0,1097;0,9768;0,984
1,733000;-0,0522;0,1048;0,9792;0,986
1,737000;-0,0493;0,1062;0,9797;0,987
1,756000;-0,0497;0,1094;0,9782;0,986
1,757000;-0,0500;0,1099;0,9797;0,987
1,758000;-0,0471;0,1104;0,9790;0,986
1,758000;-0,0480;0,1060;0,9775;0,984
1,762000;-0,0493;0,1067;0,9787;0,986
1,770000;-0,0517;0,1087;0,9797;0,987
1,782000;-0,0478;0,1067;0,9790;0,986
1,783000;-0,0485;0,1043;0,9814;0,988
1,783000;-0,0497;0,1092;0,9797;0,987
1,795000;-0,0468;0,1114;0,9765;0,984
1,796000;-0,0485;0,1075;0,9812;0,988
1,798000;-0,0456;0,1080;0,9782;0,985
1,803000;-0,0505;0,1082;0,9773;0,985
1,808000;-0,0490;0,1077;0,9799;0,987
1,813000;-0,0483;0,1099;0,9812;0,988
1,819000;-0,0495;0,1087;0,9787;0,986
1,823000;-0,0480;0,1080;0,9812;0,988
1,828000;-0,0475;0,1070;0,9817;0,989
1,833000;-0,0493;0,1094;0,9795;0,987
1,855000;-0,0446;0,1099;0,9787;0,986
1,856000;-0,0473;0,1070;0,9804;0,987
1,856000;-0,0502;0,1060;0,9809;0,988
1,856000;-0,0480;0,1072;0,9812;0,988
1,858000;-0,0475;0,1070;0,9797;0,987
1,865000;-0,0517;0,1070;0,9780;0,985
1,868000;-0,0490;0,1045;0,9799;0,987
1,874000;-0,0497;0,1062;0,9770;0,984
1,879000;-0,0502;0,1080;0,9814;0,989
1,884000;-0,0480;0,1109;0,9804;0,988
1,892000;-0,0483;0,1099;0,9782;0,986
1,894000;-0,0490;0,1089;0,9790;0,986
1,898000;-0,0475;0,1099;0,9785;0,986
1,905000;-0,0495;0,1116;0,9785;0,986
1,909000;-0,0512;0,1094;0,9743;0,982
1,915000;-0,0475;0,1077;0,9792;0,986
1,921000;-0,0497;0,1087;0,9804;0,988
1,924000;-0,0488;0,1080;0,9780;0,985
1,930000;-0,0488;0,1080;0,9829;0,990
1,935000;-0,0514;0,1070;0,9812;0,988
1,955000;-0,0446;0,1087;0,9799;0,987
1,957000;-0,0461;0,1082;0,9802;0,987
1,957000;-0,0461;0,1094;0,9780;0,985
1,957000;-0,0478;0,1080;0,9775;0,985
1,959000;-0,0461;0,1084;0,9809;0,988
1,972000;-0,0505;0,1087;0,9797;0,987
1,972000;-0,0497;0,1082;0,9799;0,987
1,975000;-0,0471;0,1070;0,9817;0,989
1,980000;-0,0493;0,1092;0,9829;0,990
1,985000;-0,0493;0,1065;0,9804;0,987
1,992000;-0,0490;0,1072;0,9787;0,986
1,996000;-0,0473;0,1089;0,9795;0,987
2,000000;-0,0483;0,1097;0,9777;0,985
2,006000;-0,0480;0,1092;0,9773;0,985
2,010000;-0,0493;0,1067;0,9792;0,986
2,016000;-0,0512;0,1089;0,9809;0,988
2,021000;-0,0519;0,1082;0,9807;0,988
2,025000;-0,0512;0,1082;0,9802;0,987
2,031000;-0,0473;0,1070;0,9763;0,983
2,036000;-0,0485;0,1062;0,9785;0,985
2,056000;-0,0532;0,1087;0,9790;0,986
2,057000;-0,0534;0,1070;0,9809;0,988
2,058000;-0,0493;0,1080;0,9826;0,990
2,058000;-0,0505;0,1072;0,9804;0,988
2,060000;-0,0522;0,1065;0,9775;0,985
2,066000;-0,0527;0,1072;0,9787;0,986
2,075000;-0,0485;0,1072;0,9780;0,985
2,076000;-0,0510;0,1097;0,9782;0,986
2,081000;-0,0512;0,1050;0,9785;0,985
2,086000;-0,0505;0,1072;0,9821;0,989
2,097000;-0,0480;0,1099;0,9817;0,989
2,098000;-0,0500;0,1106;0,9782;0,986
2,102000;-0,0483;0,1072;0,9780;0,985
2,107000;-0,0510;0,1080;0,9792;0,986
2,112000;-0,0536;0,1067;0,9785;0,986
2,117000;-0,0510;0,1070;0,9765;0,984
2,122000;-0,0478;0,1075;0,9780;0,985
2,127000;-0,0485;0,1077;0,9829;0,990
2,132000;-0,0483;0,1099;0,9846;0,992
2,137000;-0,0497;0,1082;0,9807;0,988
2,142000;-0,0490;0,1084;0,9834;0,991
2,146000;-0,0471;0,1097;0,9812;0,988
2,151000;-0,0490;0,1053;0,9792;0,986
2,163000;-0,0490;0,1094;0,9804;0,988
2,164000;-0,0475;0,1104;0,9799;0,987
2,167000;-0,0480;0,1067;0,9777;0,985
2,182000;-0,0485;0,1053;0,9792;0,986
2,183000;-0,0471;0,1062;0,9792;0,986
2,183000;-0,0490;0,1075;0,9768;0,984
2,191000;-0,0495;0,1077;0,9763;0,983
2,192000;-0,0466;0,1087;0,9787;0,986
2,197000;-0,0514;0,1111;0,9765;0,984
2,203000;-0,0514;0,1104;0,9797;0,987
2,208000;-0,0488;0,1094;0,9812;0,988
2,213000;-0,0490;0,1084;0,9809;0,988
2,218000;-0,0488;0,1065;0,9780;0,985
2,223000;-0,0510;0,1072;0,9795;0,987
2,227000;-0,0473;0,1065;0,9795;0,986
2,233000;-0,0500;0,1077;0,9812;0,988
2,254000;-0,0473;0,1062;0,9777;0,985
2,255000;-0,0471;0,1084;0,9809;0,988
2,255000;-0,0478;0,1082;0,9799;0,987
2,256000;-0,0497;0,1109;0,9780;0,986
2,271000;-0,0510;0,1097;0,9758;0,983
2,272000;-0,0483;0,1087;0,9746;0,982
2,272000;-0,0495;0,1072;0,9780;0,985
2,279000;-0,0502;0,1060;0,9826;0,990
2,279000;-0,0512;0,1045;0,9809;0,988
2,283000;-0,0505;0,1097;0,9824;0,990
2,293000;-0,0493;0,1097;0,9814;0,989
2,294000;-0,0463;0,1075;0,9809;0,988
2,298000;-0,0485;0,1067;0,9826;0,990
2,312000;-0,0512;0,1065;0,9814;0,988
2,313000;-0,0478;0,1087;0,9790;0,986
2,314000;-0,0485;0,1092;0,9770;0,984
2,319000;-0,0502;0,1109;0,9790;0,987
2,329000;-0,0490;0,1089;0,9795;0,987
2,329000;-0,0463;0,1053;0,9797;0,986
2,334000;-0,0485;0,1050;0,9782;0,985
2,360000;-0,0485;0,1060;0,9812;0,988
2,362000;-0,0478;0,1077;0,9812;0,988
2,362000;-0,0488;0,1072;0,9812;0,988
2,363000;-0,0485;0,1097;0,9826;0,990
2,365000;-0,0493;0,1080;0,9838;0,991
2,366000;-0,0488;0,1053;0,9795;0,986
2,369000;-0,0497;0,1053;0,9782;0,985
2,390000;-0,0502;0,1089;0,9812;0,988
2,391000;-0,0502;0,1099;0,9758;0,983
2,392000;-0,0505;0,1094;0,9773;0,985
2,392000;-0,0514;0,1092;0,9814;0,989
2,395000;-0,0505;0,1072;0,9785;0,986
2,400000;-0,0539;0,1094;0,9790;0,987
2,405000;-0,0502;0,1072;0,9777;0,985
2,410000;-0,0473;0,1070;0,9770;0,984
2,415000;-0,0505;0,1080;0,9817;0,989
2,422000;-0,0512;0,1089;0,9826;0,990
2,425000;-0,0475;0,1089;0,9770;0,984
2,430000;-0,0495;0,1077;0,9799;0,987
2,436000;-0,0480;0,1084;0,9782;0,985
2,441000;-0,0468;0,1065;0,9812;0,988
2,446000;-0,0488;0,1087;0,9797;0,987
2,451000;-0,0505;0,1114;0,9755;0,983
2,472000;-0,0493;0,1094;0,9758;0,983
2,474000;-0,0502;0,1045;0,9787;0,986
2,474000;-0,0495;0,1094;0,9802;0,988
2,474000;-0,0493;0,1084;0,9802;0,987
2,475000;-0,0510;0,1055;0,9831;0,990
2,481000;-0,0490;0,1070;0,9831;0,990
2,486000;-0,0493;0,1084;0,9812;0,988
2,490000;-0,0483;0,1070;0,9780;0,985
2,496000;-0,0485;0,1087;0,9773;0,984
2,501000;-0,0483;0,1089;0,9763;0,984
2,507000;-0,0495;0,1089;0,9795;0,987
2,511000;-0,0483;0,1058;0,9797;0,987
2,516000;-0,0497;0,1075;0,9748;0,982
2,522000;-0,0490;0,1080;0,9768;0,984
2,526000;-0,0456;0,1077;0,9780;0,985
2,531000;-0,0495;0,1087;0,9797;0,987
2,538000;-0,0510;0,1080;0,9809;0,988
2,542000;-0,0507;0,1094;0,9804;0,988
2,547000;-0,0451;0,1058;0,9777;0,984
2,552000;-0,0490;0,1065;0,9829;0,990
2,572000;-0,0483;0,1094;0,9824;0,990
2,574000;-0,0471;0,1084;0,9807;0,988
2,574000;-0,0485;0,1070;0,9782;0,985
2,574000;-0,0519;0,1087;0,9785;0,986
2,577000;-0,0483;0,1060;0,9807;0,988
2,582000;-0,0478;0,1067;0,9809;0,988
2,587000;-0,0485;0,1082;0,9802;0,987
2,592000;-0,0473;0,1092;0,9795;0,987
2,597000;-0,0497;0,1092;0,9809;0,988
2,602000;-0,0502;0,1055;0,9826;0,990
2,607000;-0,0475;0,1082;0,9836;0,991
2,612000;-0,0493;0,1092;0,9770;0,984
2,617000;-0,0480;0,1077;0,9746;0,982
2,622000;-0,0497;0,1080;0,9790;0,986
2,627000;-0,0512;0,1084;0,9804;0,988
2,632000;-0,0488;0,1097;0,9795;0,987
2,640000;-0,0478;0,1097;0,9755;0,983
2,643000;-0,0480;0,1075;0,9797;0,987
2,648000;-0,0502;0,1067;0,9826;0,990
2,654000;-0,0483;0,1082;0,9782;0,985
2,672000;-0,0466;0,1080;0,9758;0,983
2,674000;-0,0480;0,1089;0,9797;0,987
2,674000;-0,0505;0,1077;0,9802;0,987
2,674000;-0,0480;0,1111;0,9821;0,990
2,678000;-0,0475;0,1087;0,9782;0,985
2,683000;-0,0478;0,1077;0,9748;0,982
2,691000;-0,0485;0,1070;0,9773;0,984
2,693000;-0,0471;0,1048;0,9802;0,987
2,699000;-0,0485;0,1087;0,9795;0,987
2,704000;-0,0468;0,1111;0,9785;0,986
2,710000;-0,0488;0,1097;0,9787;0,986
2,714000;-0,0500;0,1099;0,9787;0,986
2,719000;-0,0456;0,1104;0,9812;0,988
2,724000;-0,0468;0,1082;0,9792;0,986
2,729000;-0,0468;0,1070;0,9807;0,988
2,734000;-0,0473;0,1094;0,9787;0,986
2,755000;-0,0500;0,1080;0,9758;0,983
2,756000;-0,0502;0,1097;0,9787;0,986
2,756000;-0,0485;0,1072;0,9841;0,991
2,756000;-0,0495;0,1067;0,9780;0,985
2,759000;-0,0483;0,1075;0,9812;0,988
2,764000;-0,0471;0,1097;0,9824;0,990
2,769000;-0,0471;0,1087;0,9817;0,989
2,774000;-0,0519;0,1097;0,9829;0,990
2,779000;-0,0488;0,1084;0,9831;0,990
2,785000;-0,0468;0,1084;0,9804;0,988
2,792000;-0,0500;0,1072;0,9777;0,985
2,794000;-0,0490;0,1080;0,9773;0,984
2,800000;-0,0483;0,1058;0,9817;0,989
2,805000;-0,0512;0,1067;0,9799;0,987
2,810000;-0,0510;0,1075;0,9782;0,985
